中国化学,601117
宝地矿业,601121
首创证券,601136
天风证券,601162
三角轮胎,601163
东兴证券,601198
上海环境,601200
上海银行,601229
环旭电子,601231
桐昆股份,601233
红塔证券,601236
*ST庞大,601258
*ST二重,601268
农业银行,601288
中国北车,601299
秦港股份,601326
交通银行,601328
绿色动力,601330
百隆东方,601339
退市锐电,601558
中国外运,601598
中国铝业,601600
广电电气,601616
中国中冶,601618
中国人寿,601628
旗滨集团,601636
平煤股份,601666
中国电建,601669
滨化股份,601678
华泰证券,601688
中国卫通,601698
潞安环能,601699
风范股份,601700
华峰铝业,601702
郑煤机,601717
中国电信,601728
中国中车,601766
力帆科技,601777
京沪高铁,601816
成都银行,601838
福莱特,601865
浙商证券,601878
亚星锚链,601890
中煤能源,601898
浙商银行,601916
浙版传媒,601921
吉视传媒,601929
永辉超市,601933
东贝集团,601956
宝钢包装,601968
海南矿业,601969
中国银行,601988
中金公司,601995
出版传媒,601999
晶方科技,603005
联明股份,603006
万盛股份,603010
弘讯科技,603015
新宏泰,603016
新通联,603022
赛福天,603028
凯众股份,603037
福达合金,603045
浙江黎明,603048
科林电气,603050
国检集团,603060
金海通,603061
宿迁联盛,603065
音飞储存,603066
万控智造,603070
和邦生物,603077
甘李药业,603087
越剑智能,603095
新经典,603096
长白山,603099
横店影视,603103
恒银科技,603106
红蜻蜓,603116
上海沪工,603131
*ST碳元,603133
海量数据,603138
上海建科,603153
退市拉夏,603157
上海亚虹,603159
科华控股,603161
兰石重装,603169
税友股份,603171
万丰股份,603172
建研院,603183
海容冷链,603187
快克智能,603203
XD晋拓股,603211
XD日月股,603218
济民医疗,603222
DR恒通股,603223
菲林格尔,603226
内蒙新华,603230
天新药业,603235
移远通信,603236
宏和科技,603256
合盛硅业,603260
海鸥股份,603269
江瀚新材,603281
亚光股份,603282
斯达半导,603290
联合水务,603291
杭叉集团,603298
旭升集团,603305
维力医疗,603309
天味食品,603317
水发燃气,603318
迪贝电气,603320
超讯通信,603322
百达精工,603331
迪生力,603335
宏辉果蔬,603336
莱克电气,603355
百傲化学,603360
水星家纺,603365
东方时尚,603377
顶点软件,603383
惠达卫浴,603385
基蛋生物,603387
元成股份,603388
亚振家居,603389
金辰股份,603396
建霖家居,603408
信捷电气,603416
贵州三力,603439
九洲药业,603456
风语筑,603466
韦尔股份,603501
金石资源,603505
爱玛科技,603529
奥普家居,603551
ST起步,603557
长久物流,603569
艾艾精工,603580
捷昌驱动,603583
地素时尚,603587
高能环境,603588
伯特利,603596
纵横通信,603602
禾丰股份,603609
索通发展,603612
君禾股份,603617
中曼石油,603619
科森科技,603626
拉芳家化,603630
徕木股份,603633
艾迪精密,603638
彤程新材,603650
朗博科技,603655
柯力传感,603662
康隆达,603665
灵康药业,603669
华体科技,603679
石英股份,603688
安记食品,603696
中源家居,603709
塞力医疗,603716
中广天择,603721
阿科力,603722
朗迪集团,603726
鸣志电器,603728
仙鹤股份,603733
蔚蓝生物,603739
日辰股份,603755
秦安股份,603758
中马传动,603767
常青股份,603768
乾景园林,603778
科博达,603786
志邦家居,603801
丰山集团,603810
原尚股份,603813
曲美家居,603818
好太太,603848
能科科技,603859
松炀资源,603863
新化股份,603867
永悦科技,603879
ST南卫,603880
吉祥航空,603885
XD元祖股,603886
城地香江,603887
长城科技,603897
晨光股份,603899
建发合诚,603909
佳力图,603912
世运电路,603920
金鸿顺,603922
中科软,603927
长源东谷,603950
威派格,603956
中农立华,603970
恒润股份,603985
松霖科技,603992
退市中新,603996
读者传媒,603999
五洲特纸,605007
DR永和股,605020
迎丰股份,605055
联德股份,605060
正和生态,605069
行动教育,605098
同庆楼,605108
西大门,605155
华生科技,605180
确成股份,605183
健麾信息,605186
XD国光连,605188
华通线缆,605196
伟时电子,605218
神通科技,605228
健之佳,605266
王力安防,605268
DR新亚电,605277
神农集团,605296
法狮龙,605318
巴比食品,605338
华旺科技,605377
野马电池,605378
冠石科技,605588
华兴源创,688001
睿创微纳,688002
天准科技,688003
博汇科技,688004
容百科技,688005
杭可科技,688006
光峰科技,688007
澜起科技,688008
中国通号,688009
福光股份,688010
新光光电,688011
中微公司,688012
天臣医疗,688013
交控科技,688015
心脉医疗,688016
绿的谐波,688017
乐鑫科技,688018
安集科技,688019
方邦股份,688020
奥福环保,688021
瀚川智能,688022
安恒信息,688023
杰普特,688025
洁特生物,688026
国盾量子,688027
沃尔德,688028
南微医学,688029
山石网科,688030
星环科技-U,688031
禾迈股份,688032
天宜上佳,688033
德邦科技,688035
传音控股,688036
芯源微,688037
中科通达,688038
当虹科技,688039
海光信息,688041
必易微,688045
药康生物,688046
龙芯中科,688047
长光华芯,688048
XD炬芯科,688049
爱博医疗,688050
佳华科技,688051
纳芯微,688052
思科瑞,688053
龙腾光电,688055
莱伯泰科,688056
金达莱,688057
宝兰德,688058
华锐精密,688059
云涌科技,688060
灿瑞科技,688061
迈威生物-U,688062
派能科技,688063
凯赛生物,688065
航天宏图,688066
爱威科技,688067
热景生物,688068
德林海,688069
纵横股份,688070
华依科技,688071
拓荆科技,688072
毕得医药,688073
安旭生物,688075
诺泰生物,688076
大地熊,688077
龙软科技,688078
美迪凯,688079
映翰通,688080
兴图新科,688081
盛美上海,688082
中望软件,688083
晶品特装,688084
三友医疗,688085
退市紫晶,688086
DR英科再,688087
虹软科技,688088
嘉必优,688089
瑞松科技,688090
上海谊众,688091
爱科科技,688092
世华科技,688093
福昕软件,688095
京源环保,688096
博众精工,688097
申联生物,688098
晶晨股份,688099
威胜信息,688100
三达膜,688101
斯瑞新材,688102
国力股份,688103
诺唯赞,688105
金宏气体,688106
安路科技,688107
赛诺医疗,688108
品茗科技,688109
东芯股份,688110
金山办公,688111
鼎阳科技,688112
联测科技,688113
华大智造,688114
思林杰,688115
天奈科技,688116
圣诺生物,688117
普元信息,688118
中钢洛耐,688119
华海清科,688120
卓然股份,688121
西部超导,688122
聚辰股份,688123
安达智能,688125
沪硅产业,688126
蓝特光学,688127
中国电研,688128
东来技术,688129
晶华微,688130
皓元医药,688131
邦彦技术,688132
泰坦科技,688133
利扬芯片,688135
科兴制药,688136
近岸蛋白,688137
XD清溢光,688138
海尔生物,688139
杰华特,688141
长盈通,688143
中船特气,688146
微导纳米,688147
芳源股份,688148
莱特光电,688150
华强科技,688151
麒麟信安,688152
唯捷创芯,688153
先惠技术,688155
路德环境,688156
松井股份,688157
优刻得-W,688158
有方科技,688159
步科股份,688160
威高骨科,688161
巨一科技,688162
赛伦生物,688163
埃夫特-U,688165
博瑞医药,688166
炬光科技,688167
安博通,688168
石头科技,688169
德龙激光,688170
纬德信息,688171
燕东微,688172
希荻微,688173
高凌信息,688175
亚虹医药-U,688176
百奥泰,688177
万德斯,688178
阿拉丁,688179
君实生物-U,688180
八亿时空,688181
灿勤科技,688182
生益电子,688183
帕瓦股份,688184
康希诺,688185
广大特材,688186
时代电气,688187
柏楚电子,688188
南新制药,688189
云路股份,688190
XD智洋创,688191
迪哲医药-U,688192
XD仁度生,688193
腾景科技,688195
卓越新能,688196
首药控股-U,688197
佰仁医疗,688198
久日新材,688199
华峰测控,688200
信安世纪,688201
美迪西,688202
海正生材,688203
德科立,688205
概伦电子,688206
XR格灵深,688207
道通科技,688208
英集芯,688209
统联精密,688210
中科微至,688211
澳华内镜,688212
思特威-W,688213
瑞晟智能,688215
气派科技,688216
睿昂基因,688217
江苏北人,688218
会通股份,688219
翱捷科技-U,688220
前沿生物-U,688221
成都先导,688222
晶科能源,688223
亚信安全,688225
XD威腾电,688226
品高股份,688227
开普云,688228
博睿数据,688229
芯导科技,688230
隆达股份,688231
新点软件,688232
神工股份,688233
天岳先进,688234
百济神州-U,688235
春立医疗,688236
超卓航科,688237
和元生物,688238
航宇科技,688239
永信至诚,688244
嘉和美康,688246
宣泰医药,688247
南网科技,688248
晶合集成,688249
井松智能,688251
天德钰,688252
英诺特,688253
凯尔达,688255
寒武纪-U,688256
新锐股份,688257
卓易信息,688258
创耀科技,688259
昀冢科技,688260
DR东微半,688261
国芯科技,688262
南模生物,688265
泽璟制药-U,688266
中触媒,688267
华特气体,688268
凯立新材,688269
臻镭科技,688270
联影医疗,688271
*ST富吉,688272
麦澜德,688273
万润新能,688275
百克生物,688276
天智航-U,688277
特宝生物,688278
峰岹科技,688279
精进电动-UW,688280
华秦科技,688281
理工导航,688282
坤恒顺维,688283
高铁电气,688285
敏芯股份,688286
观典防务,688287
鸿泉物联,688288
圣湘生物,688289
景业智能,688290
金橙子,688291
浩瀚深度,688292
奥浦迈,688293
中复神鹰,688295
和达科技,688296
中无人机,688297
东方生物,688298
长阳科技,688299
联瑞新材,688300
奕瑞科技,688301
海创药业-U,688302
大全能源,688303
科德数控,688305
均普智能,688306
中润光学,688307
DR欧科亿,688308
恒誉环保,688309
迈得医疗,688310
盟升电子,688311
燕麦科技,688312
仕佳光子,688313
康拓医疗,688314
诺禾致源,688315
青云科技-U,688316
之江生物,688317
财富趋势,688318
欧林生物,688319
禾川科技,688320
微芯生物,688321
奥比中光-UW,688322
瑞华泰,688323
赛微微电,688325
经纬恒润-W,688326
云从科技-UW,688327
深科达,688328
艾隆科技,688329
宏力达,688330
荣昌生物,688331
中科蓝讯,688332
铂力特,688333
西高院,688334
复洁环保,688335
三生国健,688336
普源精电,688337
赛科希德,688338
亿华通-U,688339
云天励飞-U,688343
博力威,688345
昱能科技,688348
三一重能,688349
富淼科技,688350
微电生理-U,688351
颀中科技,688352
华盛锂电,688353
明志科技,688355
键凯科技,688356
建龙微纳,688357
祥生医疗,688358
三孚新科,688359
德马科技,688360
中科飞测-U,688361
甬矽电子,688362
华熙生物,688363
光云科技,688365
昊海生科,688366
工大高科,688367
晶丰明源,688368
DR致远互,688369
丛麟科技,688370
菲沃泰,688371
伟测科技,688372
盟科药业-U,688373
国博电子,688375
美埃科技,688376
迪威尔,688377
奥来德,688378
华光新材,688379
中微半导,688380
帝奥微,688381
益方生物-U,688382
新益昌,688383
复旦微电,688385
泛亚微透,688386
信科移动-U,688387
嘉元科技,688388
普门科技,688389
固德威,688390
钜泉科技,688391
骄成超声,688392
安必平,688393
正弦电气,688395
华润微,688396
赛特新材,688398
硕世生物,688399
凌云光,688400
路维光电,688401
汇成股份,688403
中信博,688408
富创精密,688409
山外山,688410
恒烁股份,688416
震有科技,688418
耐科装备,688419
美腾科技,688420
铁建重工,688425
康为世纪,688426
诺诚健华-U,688428
时创能源,688429
有研硅,688432
华曙高科,688433
英方软件,688435
振华风光,688439
智翔金泰,688443
磁谷科技,688448
XD科捷智,688455
有研粉材,688456
美芯晟,688458
哈铁科技,688459
金科环境,688466
科美诊断,688468
中芯集成-U,688469
阿特斯,688472
萤石网络,688475
晶升股份,688478
友车科技,688479
赛恩斯,688480
南芯科技,688484
九州一轨,688485
龙迅股份,688486
艾迪药业,688488
三未信安,688489
清越科技,688496
源杰科技,688498
利元亨,688499
*ST慧辰,688500
青达环保,688501
茂莱光学,688502
聚和材料,688503
复旦张江,688505
百利天恒-U,688506
索辰科技,688507
芯朋微,688508
正元地信,688509
航亚科技,688510
天微电子,688511
慧智微-U,688512
苑东生物,688513
裕太微-U,688515
奥特维,688516
金冠电气,688517
联赢激光,688518
南亚新材,688519
神州细胞-U,688520
芯原股份,688521
纳睿雷达,688522
航天环宇,688523
佰维存储,688525
科前生物,688526
秦川物联,688528
豪森股份,688529
日联科技,688531
上声电子,688533
华海诚科,688535
思瑞浦,688536
和辉光电-U,688538
高华科技,688539
国科军工,688543
瑞联新材,688550
科威尔,688551
航天南湖,688552
汇宇制药-W,688553
退市泽达,688555
高测股份,688556
兰剑智能,688557
国盛智科,688558
海目星,688559
明冠新材,688560
奇安信-U,688561
航天软件,688562
力源科技,688565
吉贝尔,688566
孚能科技,688567
中科星图,688568
铁科轨道,688569
天玛智控,688570
杭华股份,688571
XD亚辉龙,688575
西山科技,688576
浙海德曼,688577
艾力斯,688578
山大地纬,688579
伟思医疗,688580
安杰思,688581
芯动联科,688582
上纬新材,688585
江航装备,688586
凌志软件,688588
力合微,688589
新致软件,688590
新相微,688593
芯海科技,688595
正帆科技,688596
煜邦电力,688597
金博股份,688598
天合光能,688599
皖仪科技,688600
力芯微,688601
天承科技,688603
奥泰生物,688606
康众医疗,688607
恒玄科技,688608
九联科技,688609
杭州柯林,688611
奥精医疗,688613
西力科技,688616
惠泰医疗,688617
三旺通信,688618
罗普特,688619
安凯微,688620
阳光诺和,688621
禾信仪器,688622
双元科技,688623
呈和科技,688625
翔宇医疗,688626
优利德,688628
华丰科技,688629
芯碁微装,688630
莱斯信息,688631
星球石墨,688633
智明达,688636
华恒生物,688639
迅捷兴,688655
浩欧博,688656
悦康药业,688658
元琛科技,688659
电气风电,688660
和林微纳,688661
富信科技,688662
新风光,688663
四方光电,688665
菱电电控,688667
鼎通科技,688668
聚石化学,688669
金迪克,688670
金盘科技,688676
海泰新光,688677
福立旺,688678
通源环境,688679
海优新材,688680
科汇股份,688681
霍莱沃,688682
莱尔科技,688683
迈信林,688685
奥普特,688686
凯因科技,688687
银河微电,688689
纳微科技,688690
极米科技,688696
纽威数控,688697
伟创电气,688698
明微电子,688699
东威科技,688700
卓锦股份,688701
振华新材,688707
宏微科技,688711
唯赛勃,688718
同益中,688722
格科微,688728
壹石通,688733
中自科技,688737
成大生物,688739
普冉股份,688766
博拓生物,688767
容知日新,688768
珠海冠宇,688772
国光电气,688776
中控技术,688777
厦钨新能,688778
长远锂科,688779
悦安新材,688786
海天瑞声,688787
科思科技,688788
宏华数科,688789
倍轻松,688793
XR艾为电,688798
华纳药厂,688799
瑞可达,688800
天能股份,688819
中芯国际,688981
九号公司-WD,689009
